bgg_id,name,overall_rank,community,profile_dimension,manual_label,community_type,include_in_user_profiles
284435,Nova Luna,627,17,roll_and_write_number_dice_games,Roll-and-write / number dice games,taste_cross_over,yes
245654,Railroad Ink: Deep Blue Edition,628,31,other,Railroad Ink / spatial puzzle cluster,franchise_series,no
371433,Terrorscape,629,19,other,Recent releases / new-hotness cluster,temporal_artifact,no
142379,Escape Plan,630,2,current_heavy_euro_engine_builders,Current heavy euro engine builders,taste_specialist,yes
197376,Charterstone,631,4,legacy_narrative_mystery,Legacy + narrative mystery,shared_culture,yes
9674,Ingenious,632,10,bgg_golden_age_canon,BGG Golden Age canon,temporal_canon,yes
84419,Space Empires 4X,633,20,historical_wargames_conflict_strategy,Historical wargames + conflict strategy,taste_specialist,yes
387866,Star Wars: Unlimited,634,1,other,Thematic adventure / licensed bridge cluster,bridge_cluster,review
144797,Argent: The Consortium,635,27,other,Race for the Galaxy system cluster,franchise_series,no
177639,Raptor,636,35,cooperative_trick_taking_deduction,Cooperative trick-taking + deduction,taste_cross_over,yes
218074,Detective: City of Angels,637,12,dungeon_crawl_cooperative_campaign_adventure,Dungeon crawl / cooperative campaign adventure,taste_specialist,yes
406652,Compile,638,19,other,Recent releases / new-hotness cluster,temporal_artifact,no
153938,Camel Up,639,25,party_family_social_deduction,Party / family / social deduction,taste_cross_over,yes
97786,Small World Underground,640,9,amerithrash_miniatures_lcg,Amerithrash / miniatures / LCG,taste_specialist,yes
28023,Jamaica,641,25,party_family_social_deduction,Party / family / social deduction,taste_cross_over,yes
252328,Star Wars: X-Wing (Second Edition),642,9,amerithrash_miniatures_lcg,Amerithrash / miniatures / LCG,taste_specialist,yes
196326,Love Letter: Premium Edition,643,25,party_family_social_deduction,Party / family / social deduction,taste_cross_over,yes
62227,"Labyrinth: The War on Terror, 2001 – ?",644,20,historical_wargames_conflict_strategy,Historical wargames + conflict strategy,taste_specialist,yes
31730,Wabash Cannonball,645,10,bgg_golden_age_canon,BGG Golden Age canon,temporal_canon,yes
31999,TZAAR,646,10,bgg_golden_age_canon,BGG Golden Age canon,temporal_canon,yes
371330,Luthier,647,2,current_heavy_euro_engine_builders,Current heavy euro engine builders,taste_specialist,yes
91312,Discworld: Ankh-Morpork,648,39,other,Take-that card/fandom cluster,franchise_series,no
280794,Etherfields,649,12,dungeon_crawl_cooperative_campaign_adventure,Dungeon crawl / cooperative campaign adventure,taste_specialist,yes
18,RoboRally,650,10,bgg_golden_age_canon,BGG Golden Age canon,temporal_canon,yes
128996,1775: Rebellion,651,20,historical_wargames_conflict_strategy,Historical wargames + conflict strategy,taste_specialist,yes
146791,Shadows of Brimstone: City of the Ancients,652,9,amerithrash_miniatures_lcg,Amerithrash / miniatures / LCG,taste_specialist,yes
245961,Fleet: The Dice Game,653,13,puzzle_nature_tableau_builders,Puzzle / nature tableau builders,taste_cross_over,yes
133473,Sushi Go!,654,25,party_family_social_deduction,Party / family / social deduction,taste_cross_over,yes
181530,Runebound (Third Edition),655,9,amerithrash_miniatures_lcg,Amerithrash / miniatures / LCG,taste_specialist,yes
262215,Blackout: Hong Kong,656,2,current_heavy_euro_engine_builders,Current heavy euro engine builders,taste_specialist,yes
415776,Kingdom Legacy: Feudal Kingdom,657,12,dungeon_crawl_cooperative_campaign_adventure,Dungeon crawl / cooperative campaign adventure,taste_specialist,yes
170624,Crusaders: Thy Will Be Done,658,32,other,Open-drafting tactical euro cluster,bridge_cluster,review
17405,1846: The Race for the Midwest,659,20,historical_wargames_conflict_strategy,Historical wargames + conflict strategy,taste_specialist,yes
296237,Warp's Edge,660,12,dungeon_crawl_cooperative_campaign_adventure,Dungeon crawl / cooperative campaign adventure,taste_specialist,yes
171668,The Grizzled,661,39,other,Take-that card/fandom cluster,franchise_series,no
125618,Libertalia,662,25,party_family_social_deduction,Party / family / social deduction,taste_cross_over,yes
170561,Valeria: Card Kingdoms,663,23,other,Fantasy adventure / deck-building gateway,taste_cross_over,review
183251,Karuba,664,25,party_family_social_deduction,Party / family / social deduction,taste_cross_over,yes
424219,Zenith,665,19,other,Recent releases / new-hotness cluster,temporal_artifact,no
119506,Freedom: The Underground Railroad,666,18,other,Mass-market gateway / family strategy bridge,bridge_cluster,review
341945,La Granja: Deluxe Master Set,667,2,current_heavy_euro_engine_builders,Current heavy euro engine builders,taste_specialist,yes
97842,Last Will,668,8,medium_worker_placement_euros,Medium worker-placement euros,taste_specialist,yes
172308,Broom Service,669,42,other,,tiny_fragment,no
346965,Azul: Queen's Garden,670,13,puzzle_nature_tableau_builders,Puzzle / nature tableau builders,taste_cross_over,yes
307305,Bullet♥︎,671,12,dungeon_crawl_cooperative_campaign_adventure,Dungeon crawl / cooperative campaign adventure,taste_specialist,yes
90419,Airlines Europe,672,10,bgg_golden_age_canon,BGG Golden Age canon,temporal_canon,yes
163968,Elysium,673,8,medium_worker_placement_euros,Medium worker-placement euros,taste_specialist,yes
127398,Legends of Andor,674,17,roll_and_write_number_dice_games,Roll-and-write / number dice games,taste_cross_over,yes
264055,Draftosaurus,675,13,puzzle_nature_tableau_builders,Puzzle / nature tableau builders,taste_cross_over,yes
432,Take 5,676,10,bgg_golden_age_canon,BGG Golden Age canon,temporal_canon,yes
284777,Unmatched: Jurassic Park – InGen vs Raptors,677,16,other,Unmatched / skirmish series cluster,franchise_series,no
147949,One Night Ultimate Werewolf,678,25,party_family_social_deduction,Party / family / social deduction,taste_cross_over,yes
206941,First Class: All Aboard the Orient Express!,679,8,medium_worker_placement_euros,Medium worker-placement euros,taste_specialist,yes
15985,Blood Bowl: Living Rulebook,680,9,amerithrash_miniatures_lcg,Amerithrash / miniatures / LCG,taste_specialist,yes
248490,Atlantis Rising (Second Edition),681,23,other,Fantasy adventure / deck-building gateway,taste_cross_over,review
2346,DVONN,682,10,bgg_golden_age_canon,BGG Golden Age canon,temporal_canon,yes
221965,The Fox in the Forest,683,35,cooperative_trick_taking_deduction,Cooperative trick-taking + deduction,taste_cross_over,yes
425549,Moon Colony Bloodbath,684,19,other,Recent releases / new-hotness cluster,temporal_artifact,no
27173,Vikings,685,10,bgg_golden_age_canon,BGG Golden Age canon,temporal_canon,yes
102652,Sentinels of the Multiverse,686,9,amerithrash_miniatures_lcg,Amerithrash / miniatures / LCG,taste_specialist,yes
133848,Euphoria: Build a Better Dystopia,687,3,other,Thematic sandbox worker-placement bridge,bridge_cluster,no
362944,War of the Ring: The Card Game,688,5,other,Area-control crossover / Root-Eclipse cluster,bridge_cluster,review
4390,Carcassonne: Hunters and Gatherers,689,10,bgg_golden_age_canon,BGG Golden Age canon,temporal_canon,yes
256999,Project: ELITE,690,12,dungeon_crawl_cooperative_campaign_adventure,Dungeon crawl / cooperative campaign adventure,taste_specialist,yes
328866,My Father's Work,691,1,other,Thematic adventure / licensed bridge cluster,bridge_cluster,review
65781,London,692,10,bgg_golden_age_canon,BGG Golden Age canon,temporal_canon,yes
475,Taj Mahal,693,10,bgg_golden_age_canon,BGG Golden Age canon,temporal_canon,yes
22827,StarCraft: The Board Game,694,9,amerithrash_miniatures_lcg,Amerithrash / miniatures / LCG,taste_specialist,yes
213460,Unlock!: Escape Adventures,695,37,other,Escape-room / Unlock series cluster,franchise_series,no
15363,Nexus Ops,696,9,amerithrash_miniatures_lcg,Amerithrash / miniatures / LCG,taste_specialist,yes
304051,Creature Comforts,697,13,puzzle_nature_tableau_builders,Puzzle / nature tableau builders,taste_cross_over,yes
265402,In the Hall of the Mountain King,698,2,current_heavy_euro_engine_builders,Current heavy euro engine builders,taste_specialist,yes
34119,Tales of the Arabian Nights,699,9,amerithrash_miniatures_lcg,Amerithrash / miniatures / LCG,taste_specialist,yes
105551,Archipelago,700,8,medium_worker_placement_euros,Medium worker-placement euros,taste_specialist,yes
95527,Madeira,701,8,medium_worker_placement_euros,Medium worker-placement euros,taste_specialist,yes
346501,Mille Fiori,702,19,other,Recent releases / new-hotness cluster,temporal_artifact,no
151022,Baseball Highlights: 2045,703,38,other,Racing / sports / route bridge,bridge_cluster,review
699,HeroQuest,704,9,amerithrash_miniatures_lcg,Amerithrash / miniatures / LCG,taste_specialist,yes
281655,High Frontier 4 All,705,20,historical_wargames_conflict_strategy,Historical wargames + conflict strategy,taste_specialist,yes
232043,Queendomino,706,40,other,Light gateway tile/claim-action cluster,bridge_cluster,review
27746,Colosseum,707,10,bgg_golden_age_canon,BGG Golden Age canon,temporal_canon,yes
237179,Weather Machine,708,2,current_heavy_euro_engine_builders,Current heavy euro engine builders,taste_specialist,yes
216734,Dice Throne: Season One,709,12,dungeon_crawl_cooperative_campaign_adventure,Dungeon crawl / cooperative campaign adventure,taste_specialist,yes
347703,First Rat,710,13,puzzle_nature_tableau_builders,Puzzle / nature tableau builders,taste_cross_over,yes
133038,Pathfinder Adventure Card Game: Rise of the Runelords – Base Set,711,9,amerithrash_miniatures_lcg,Amerithrash / miniatures / LCG,taste_specialist,yes
345868,Federation,712,2,current_heavy_euro_engine_builders,Current heavy euro engine builders,taste_specialist,yes
36553,Time's Up! Title Recall!,713,25,party_family_social_deduction,Party / family / social deduction,taste_cross_over,yes
42215,Tobago,714,42,other,,tiny_fragment,no
193949,Star Trek: Ascendancy,715,9,amerithrash_miniatures_lcg,Amerithrash / miniatures / LCG,taste_specialist,yes
130960,Triumph & Tragedy: European Balance of Power 1936-1945,716,20,historical_wargames_conflict_strategy,Historical wargames + conflict strategy,taste_specialist,yes
131357,Coup,717,25,party_family_social_deduction,Party / family / social deduction,taste_cross_over,yes
46,Medici,718,10,bgg_golden_age_canon,BGG Golden Age canon,temporal_canon,yes
354570,Undaunted: Stalingrad,719,20,historical_wargames_conflict_strategy,Historical wargames + conflict strategy,taste_specialist,yes
266121,Unlock!: Heroic Adventures,720,37,other,Escape-room / Unlock series cluster,franchise_series,no
42052,Vinhos,721,8,medium_worker_placement_euros,Medium worker-placement euros,taste_specialist,yes
380619,Cyclades: Legendary Edition,722,19,other,Recent releases / new-hotness cluster,temporal_artifact,no
244115,Shards of Infinity,723,23,other,Fantasy adventure / deck-building gateway,taste_cross_over,review
337765,Brian Boru: High King of Ireland,724,5,other,Area-control crossover / Root-Eclipse cluster,bridge_cluster,review
269511,Cooper Island,725,2,current_heavy_euro_engine_builders,Current heavy euro engine builders,taste_specialist,yes
159508,AquaSphere,726,8,medium_worker_placement_euros,Medium worker-placement euros,taste_specialist,yes
369880,Beer & Bread,727,2,current_heavy_euro_engine_builders,Current heavy euro engine builders,taste_specialist,yes
128780,Pax Porfiriana,728,20,historical_wargames_conflict_strategy,Historical wargames + conflict strategy,taste_specialist,yes
363247,Azul: Master Chocolatier,729,19,other,Recent releases / new-hotness cluster,temporal_artifact,no
5782,Coloretto,730,10,bgg_golden_age_canon,BGG Golden Age canon,temporal_canon,yes
111799,Cuba Libre,731,20,historical_wargames_conflict_strategy,Historical wargames + conflict strategy,taste_specialist,yes
58421,Egizia,732,10,bgg_golden_age_canon,BGG Golden Age canon,temporal_canon,yes
355483,Wandering Towers,733,19,other,Recent releases / new-hotness cluster,temporal_artifact,no
291845,Three Sisters,734,13,puzzle_nature_tableau_builders,Puzzle / nature tableau builders,taste_cross_over,yes
23540,Shikoku 1889,735,20,historical_wargames_conflict_strategy,Historical wargames + conflict strategy,taste_specialist,yes
875,Roads & Boats,736,20,historical_wargames_conflict_strategy,Historical wargames + conflict strategy,taste_specialist,yes
298383,Golem,737,2,current_heavy_euro_engine_builders,Current heavy euro engine builders,taste_specialist,yes
190082,Whitehall Mystery,738,35,cooperative_trick_taking_deduction,Cooperative trick-taking + deduction,taste_cross_over,yes
329551,Mosaic: A Story of Civilization,739,2,current_heavy_euro_engine_builders,Current heavy euro engine builders,taste_specialist,yes
192836,The Colonists,740,8,medium_worker_placement_euros,Medium worker-placement euros,taste_specialist,yes
286063,The 7th Citadel,741,12,dungeon_crawl_cooperative_campaign_adventure,Dungeon crawl / cooperative campaign adventure,taste_specialist,yes
370913,Star Wars: The Clone Wars,742,26,other,Pandemic system cluster,franchise_series,no
141572,Paperback,743,35,cooperative_trick_taking_deduction,Cooperative trick-taking + deduction,taste_cross_over,yes
39351,Automobile,744,10,bgg_golden_age_canon,BGG Golden Age canon,temporal_canon,yes
9625,Struggle of Empires,745,20,historical_wargames_conflict_strategy,Historical wargames + conflict strategy,taste_specialist,yes
153016,Telestrations: 12 Player Party Pack,746,25,party_family_social_deduction,Party / family / social deduction,taste_cross_over,yes
244114,Yellow & Yangtze,747,10,bgg_golden_age_canon,BGG Golden Age canon,temporal_canon,yes
270673,Silver & Gold,748,13,puzzle_nature_tableau_builders,Puzzle / nature tableau builders,taste_cross_over,yes
298231,Skyrise,749,2,current_heavy_euro_engine_builders,Current heavy euro engine builders,taste_specialist,yes
224710,Zombicide: Green Horde,750,9,amerithrash_miniatures_lcg,Amerithrash / miniatures / LCG,taste_specialist,yes
2398,Cribbage,751,10,bgg_golden_age_canon,BGG Golden Age canon,temporal_canon,yes
140603,Francis Drake,752,8,medium_worker_placement_euros,Medium worker-placement euros,taste_specialist,yes
403441,Windmill Valley,753,2,current_heavy_euro_engine_builders,Current heavy euro engine builders,taste_specialist,yes
135779,A Fake Artist Goes to New York,754,35,cooperative_trick_taking_deduction,Cooperative trick-taking + deduction,taste_cross_over,yes
123123,BattleCON: Devastation of Indines,755,9,amerithrash_miniatures_lcg,Amerithrash / miniatures / LCG,taste_specialist,yes
30869,Thebes,756,10,bgg_golden_age_canon,BGG Golden Age canon,temporal_canon,yes
113924,Zombicide,757,9,amerithrash_miniatures_lcg,Amerithrash / miniatures / LCG,taste_specialist,yes
328479,Living Forest,758,19,other,Recent releases / new-hotness cluster,temporal_artifact,no
273330,Bloodborne: The Board Game,759,12,dungeon_crawl_cooperative_campaign_adventure,Dungeon crawl / cooperative campaign adventure,taste_specialist,yes
6472,A Game of Thrones,760,9,amerithrash_miniatures_lcg,Amerithrash / miniatures / LCG,taste_specialist,yes
334065,Verdant,761,13,puzzle_nature_tableau_builders,Puzzle / nature tableau builders,taste_cross_over,yes
399941,River of Gold,762,19,other,Recent releases / new-hotness cluster,temporal_artifact,no
13004,The Downfall of Pompeii,763,10,bgg_golden_age_canon,BGG Golden Age canon,temporal_canon,yes
39938,Carson City,764,8,medium_worker_placement_euros,Medium worker-placement euros,taste_specialist,yes
41,Can't Stop,765,10,bgg_golden_age_canon,BGG Golden Age canon,temporal_canon,yes
262941,Dominant Species: Marine,766,20,historical_wargames_conflict_strategy,Historical wargames + conflict strategy,taste_specialist,yes
143519,Quantum,767,37,other,Escape-room / Unlock series cluster,franchise_series,no
37904,Formula D,768,9,amerithrash_miniatures_lcg,Amerithrash / miniatures / LCG,taste_specialist,yes
306040,Merv: The Heart of the Silk Road,769,2,current_heavy_euro_engine_builders,Current heavy euro engine builders,taste_specialist,yes
10547,Betrayal at House on the Hill,770,9,amerithrash_miniatures_lcg,Amerithrash / miniatures / LCG,taste_specialist,yes
160010,Conan,771,9,amerithrash_miniatures_lcg,Amerithrash / miniatures / LCG,taste_specialist,yes
347305,Inventions: Evolution of Ideas,772,2,current_heavy_euro_engine_builders,Current heavy euro engine builders,taste_specialist,yes
135219,The Battle of Five Armies,773,9,amerithrash_miniatures_lcg,Amerithrash / miniatures / LCG,taste_specialist,yes
258036,Between Two Castles of Mad King Ludwig,774,13,puzzle_nature_tableau_builders,Puzzle / nature tableau builders,taste_cross_over,yes
155703,Evolution,775,39,other,Take-that card/fandom cluster,franchise_series,no
440540,Take Time,776,19,other,Recent releases / new-hotness cluster,temporal_artifact,no
42776,Gears of War: The Board Game,777,9,amerithrash_miniatures_lcg,Amerithrash / miniatures / LCG,taste_specialist,yes
368061,Zoo Vadis,778,35,cooperative_trick_taking_deduction,Cooperative trick-taking + deduction,taste_cross_over,yes
107529,Kingdom Builder,779,10,bgg_golden_age_canon,BGG Golden Age canon,temporal_canon,yes
171499,Cacao,780,38,other,Racing / sports / route bridge,bridge_cluster,review
326494,The Adventures of Robin Hood,781,12,dungeon_crawl_cooperative_campaign_adventure,Dungeon crawl / cooperative campaign adventure,taste_specialist,yes
1353,Time's Up!,782,10,bgg_golden_age_canon,BGG Golden Age canon,temporal_canon,yes
180593,The Bloody Inn,783,32,other,Open-drafting tactical euro cluster,bridge_cluster,review
24508,Taluva,784,10,bgg_golden_age_canon,BGG Golden Age canon,temporal_canon,yes
3685,Hammer of the Scots,785,20,historical_wargames_conflict_strategy,Historical wargames + conflict strategy,taste_specialist,yes
233247,Civilization: A New Dawn,786,5,other,Area-control crossover / Root-Eclipse cluster,bridge_cluster,review
174785,Mare Nostrum: Empires,787,20,historical_wargames_conflict_strategy,Historical wargames + conflict strategy,taste_specialist,yes
209778,Magic Maze,788,25,party_family_social_deduction,Party / family / social deduction,taste_cross_over,yes
100423,Elder Sign,789,9,amerithrash_miniatures_lcg,Amerithrash / miniatures / LCG,taste_specialist,yes
300905,Top Ten,790,19,other,Recent releases / new-hotness cluster,temporal_artifact,no
361545,Twilight Inscription,791,12,dungeon_crawl_cooperative_campaign_adventure,Dungeon crawl / cooperative campaign adventure,taste_specialist,yes
204472,Sub Terra,792,12,dungeon_crawl_cooperative_campaign_adventure,Dungeon crawl / cooperative campaign adventure,taste_specialist,yes
306881,Railroad Ink Challenge: Lush Green Edition,793,31,other,Railroad Ink / spatial puzzle cluster,franchise_series,no
169255,A Game of Thrones: The Card Game (Second Edition),794,9,amerithrash_miniatures_lcg,Amerithrash / miniatures / LCG,taste_specialist,yes
270239,Moonrakers,795,5,other,Area-control crossover / Root-Eclipse cluster,bridge_cluster,review
300300,Chronicles of Crime: 1400,796,12,dungeon_crawl_cooperative_campaign_adventure,Dungeon crawl / cooperative campaign adventure,taste_specialist,yes
283864,Trails of Tucana,797,17,roll_and_write_number_dice_games,Roll-and-write / number dice games,taste_cross_over,yes
3201,Lord of the Rings: The Confrontation,798,10,bgg_golden_age_canon,BGG Golden Age canon,temporal_canon,yes
316624,Stationfall,799,20,historical_wargames_conflict_strategy,Historical wargames + conflict strategy,taste_specialist,yes
205359,Star Wars: Destiny,800,9,amerithrash_miniatures_lcg,Amerithrash / miniatures / LCG,taste_specialist,yes
21763,Mr. Jack,801,10,bgg_golden_age_canon,BGG Golden Age canon,temporal_canon,yes
163839,Feudum,802,2,current_heavy_euro_engine_builders,Current heavy euro engine builders,taste_specialist,yes
218603,Photosynthesis,803,36,other,Light set-collection gateway,bridge_cluster,review
266164,Babylonia,804,10,bgg_golden_age_canon,BGG Golden Age canon,temporal_canon,yes
202670,Ticket to Ride: Rails & Sails,805,41,other,Ticket to Ride / route-building series cluster,franchise_series,no
163166,One Night Ultimate Werewolf: Daybreak,806,25,party_family_social_deduction,Party / family / social deduction,taste_cross_over,yes
338957,Caesar!: Seize Rome in 20 Minutes!,807,35,cooperative_trick_taking_deduction,Cooperative trick-taking + deduction,taste_cross_over,yes
212445,Blood Bowl (2016 Edition),808,9,amerithrash_miniatures_lcg,Amerithrash / miniatures / LCG,taste_specialist,yes
214880,Chicago 1875: City of the Big Shoulders,809,2,current_heavy_euro_engine_builders,Current heavy euro engine builders,taste_specialist,yes
346703,7 Wonders: Architects,810,13,puzzle_nature_tableau_builders,Puzzle / nature tableau builders,taste_cross_over,yes
444481,Star Wars: Battle of Hoth,811,19,other,Recent releases / new-hotness cluster,temporal_artifact,no
121408,Trains,812,8,medium_worker_placement_euros,Medium worker-placement euros,taste_specialist,yes
296912,Fort,813,5,other,Area-control crossover / Root-Eclipse cluster,bridge_cluster,review
69789,Ascension: Deckbuilding Game,814,9,amerithrash_miniatures_lcg,Amerithrash / miniatures / LCG,taste_specialist,yes
132018,Churchill,815,20,historical_wargames_conflict_strategy,Historical wargames + conflict strategy,taste_specialist,yes
279613,Unlock!: Timeless Adventures,816,37,other,Escape-room / Unlock series cluster,franchise_series,no
29603,D-Day at Omaha Beach,817,20,historical_wargames_conflict_strategy,Historical wargames + conflict strategy,taste_specialist,yes
193558,The Oracle of Delphi,818,8,medium_worker_placement_euros,Medium worker-placement euros,taste_specialist,yes
283863,The Magnificent,819,2,current_heavy_euro_engine_builders,Current heavy euro engine builders,taste_specialist,yes
2955,Mexica,820,10,bgg_golden_age_canon,BGG Golden Age canon,temporal_canon,yes
113294,Escape: The Curse of the Temple,821,25,party_family_social_deduction,Party / family / social deduction,taste_cross_over,yes
254708,Roll Player Adventures,822,12,dungeon_crawl_cooperative_campaign_adventure,Dungeon crawl / cooperative campaign adventure,taste_specialist,yes
1513,The Republic of Rome,823,20,historical_wargames_conflict_strategy,Historical wargames + conflict strategy,taste_specialist,yes
249381,The Estates,824,20,historical_wargames_conflict_strategy,Historical wargames + conflict strategy,taste_specialist,yes
242639,Treasure Island,825,35,cooperative_trick_taking_deduction,Cooperative trick-taking + deduction,taste_cross_over,yes
284760,Disney Villainous: Evil Comes Prepared,826,34,other,Licensed family/fandom games,franchise_series,no
220517,The Shipwreck Arcana,827,35,cooperative_trick_taking_deduction,Cooperative trick-taking + deduction,taste_cross_over,yes
148729,Maquis,828,12,dungeon_crawl_cooperative_campaign_adventure,Dungeon crawl / cooperative campaign adventure,taste_specialist,yes
88,Torres,829,10,bgg_golden_age_canon,BGG Golden Age canon,temporal_canon,yes
231581,AuZtralia,830,1,other,Thematic adventure / licensed bridge cluster,bridge_cluster,review
301255,Whistle Mountain,831,2,current_heavy_euro_engine_builders,Current heavy euro engine builders,taste_specialist,yes
180511,Shakespeare,832,8,medium_worker_placement_euros,Medium worker-placement euros,taste_specialist,yes
183840,Oh My Goods!,833,8,medium_worker_placement_euros,Medium worker-placement euros,taste_specialist,yes
198953,Pax Renaissance,834,20,historical_wargames_conflict_strategy,Historical wargames + conflict strategy,taste_specialist,yes
318560,Witchstone,835,2,current_heavy_euro_engine_builders,Current heavy euro engine builders,taste_specialist,yes
123540,Tokaido,836,25,party_family_social_deduction,Party / family / social deduction,taste_cross_over,yes
331787,Tiny Epic Dungeons,837,12,dungeon_crawl_cooperative_campaign_adventure,Dungeon crawl / cooperative campaign adventure,taste_specialist,yes
71721,Space Hulk: Death Angel – The Card Game,838,9,amerithrash_miniatures_lcg,Amerithrash / miniatures / LCG,taste_specialist,yes
241590,Smart10,839,19,other,Recent releases / new-hotness cluster,temporal_artifact,no
167400,Ashes Reborn: Rise of the Phoenixborn,840,9,amerithrash_miniatures_lcg,Amerithrash / miniatures / LCG,taste_specialist,yes
30380,Cuba,841,10,bgg_golden_age_canon,BGG Golden Age canon,temporal_canon,yes
58281,Summoner Wars,842,9,amerithrash_miniatures_lcg,Amerithrash / miniatures / LCG,taste_specialist,yes
267609,Guards of Atlantis II,843,5,other,Area-control crossover / Root-Eclipse cluster,bridge_cluster,review
119432,Snowdonia,844,8,medium_worker_placement_euros,Medium worker-placement euros,taste_specialist,yes
363307,Evergreen,845,13,puzzle_nature_tableau_builders,Puzzle / nature tableau builders,taste_cross_over,yes
7717,Carcassonne: The Castle,846,10,bgg_golden_age_canon,BGG Golden Age canon,temporal_canon,yes
156336,Onirim (Second Edition),847,12,dungeon_crawl_cooperative_campaign_adventure,Dungeon crawl / cooperative campaign adventure,taste_specialist,yes
50750,Belfort,848,8,medium_worker_placement_euros,Medium worker-placement euros,taste_specialist,yes
434906,Tag Team,849,19,other,Recent releases / new-hotness cluster,temporal_artifact,no
358320,Sleeping Gods: Distant Skies,850,12,dungeon_crawl_cooperative_campaign_adventure,Dungeon crawl / cooperative campaign adventure,taste_specialist,yes
1465,Wizard,851,17,roll_and_write_number_dice_games,Roll-and-write / number dice games,taste_cross_over,yes
154825,Arkwright,852,20,historical_wargames_conflict_strategy,Historical wargames + conflict strategy,taste_specialist,yes
244608,Menara,853,35,cooperative_trick_taking_deduction,Cooperative trick-taking + deduction,taste_cross_over,yes
168584,Love Letter: Batman,854,25,party_family_social_deduction,Party / family / social deduction,taste_cross_over,yes
20100,Wits & Wagers,855,25,party_family_social_deduction,Party / family / social deduction,taste_cross_over,yes
257501,KeyForge: Call of the Archons,856,11,other,KeyForge / Catan gateway-franchise cluster,franchise_series,no
394106,Everdell Farshore,857,19,other,Recent releases / new-hotness cluster,temporal_artifact,no
280480,Crystal Palace,858,2,current_heavy_euro_engine_builders,Current heavy euro engine builders,taste_specialist,yes
213893,Yamataï,859,32,other,Open-drafting tactical euro cluster,bridge_cluster,review
357873,The Old King's Crown,860,19,other,Recent releases / new-hotness cluster,temporal_artifact,no
183562,Star Wars: X-Wing Miniatures Game – The Force Awakens Core Set,861,9,amerithrash_miniatures_lcg,Amerithrash / miniatures / LCG,taste_specialist,yes
299169,Spicy,862,19,other,Recent releases / new-hotness cluster,temporal_artifact,no
422541,Star Trek: Captain's Chair,863,12,dungeon_crawl_cooperative_campaign_adventure,Dungeon crawl / cooperative campaign adventure,taste_specialist,yes
45,Perudo,864,10,bgg_golden_age_canon,BGG Golden Age canon,temporal_canon,yes
70512,Luna,865,8,medium_worker_placement_euros,Medium worker-placement euros,taste_specialist,yes
238799,Messina 1347,866,2,current_heavy_euro_engine_builders,Current heavy euro engine builders,taste_specialist,yes
126792,Myrmes,867,8,medium_worker_placement_euros,Medium worker-placement euros,taste_specialist,yes
203416,EXIT: The Game – The Pharaoh's Tomb,868,4,legacy_narrative_mystery,Legacy + narrative mystery,shared_culture,yes
146278,Tash-Kalar: Arena of Legends,869,8,medium_worker_placement_euros,Medium worker-placement euros,taste_specialist,yes
270970,Century: A New World,870,36,other,Light set-collection gateway,bridge_cluster,review
367518,Imperium: Horizons,871,12,dungeon_crawl_cooperative_campaign_adventure,Dungeon crawl / cooperative campaign adventure,taste_specialist,yes
483,Diplomacy,872,20,historical_wargames_conflict_strategy,Historical wargames + conflict strategy,taste_specialist,yes
143741,BANG! The Dice Game,873,25,party_family_social_deduction,Party / family / social deduction,taste_cross_over,yes
165401,Wir sind das Volk!,874,20,historical_wargames_conflict_strategy,Historical wargames + conflict strategy,taste_specialist,yes
281442,Trismegistus: The Ultimate Formula,875,2,current_heavy_euro_engine_builders,Current heavy euro engine builders,taste_specialist,yes
299684,Khôra: Rise of an Empire,876,2,current_heavy_euro_engine_builders,Current heavy euro engine builders,taste_specialist,yes
256788,Detective Club,877,35,cooperative_trick_taking_deduction,Cooperative trick-taking + deduction,taste_cross_over,yes
351817,Marvel Zombies: A Zombicide Game,878,12,dungeon_crawl_cooperative_campaign_adventure,Dungeon crawl / cooperative campaign adventure,taste_specialist,yes
316546,Clever Cubed,879,17,roll_and_write_number_dice_games,Roll-and-write / number dice games,taste_cross_over,yes
232219,Dragon Castle,880,14,other,Abstract tile-placement puzzle bridge,bridge_cluster,review
121288,Dixit: Journey,881,25,party_family_social_deduction,Party / family / social deduction,taste_cross_over,yes
20963,Fury of Dracula (Second Edition),882,9,amerithrash_miniatures_lcg,Amerithrash / miniatures / LCG,taste_specialist,yes
158435,Dogs of War,883,22,other,Trade-route / area-influence euros,bridge_cluster,no
223770,Startups,884,35,cooperative_trick_taking_deduction,Cooperative trick-taking + deduction,taste_cross_over,yes
358737,Leviathan Wilds,885,12,dungeon_crawl_cooperative_campaign_adventure,Dungeon crawl / cooperative campaign adventure,taste_specialist,yes
255692,New Frontiers,886,27,other,Race for the Galaxy system cluster,franchise_series,no
373600,Cthulhu: Death May Die – Fear of the Unknown,887,12,dungeon_crawl_cooperative_campaign_adventure,Dungeon crawl / cooperative campaign adventure,taste_specialist,yes
134726,Smash Up: Awesome Level 9000,888,39,other,Take-that card/fandom cluster,franchise_series,no
143515,Coal Baron,889,8,medium_worker_placement_euros,Medium worker-placement euros,taste_specialist,yes
15512,Diamant,890,10,bgg_golden_age_canon,BGG Golden Age canon,temporal_canon,yes
2453,Blokus,891,10,bgg_golden_age_canon,BGG Golden Age canon,temporal_canon,yes
